,Query,Cosine Similarity
2920,how to cure a,0.30313712
2921,is there a cure for,0.30309469
2922,fungal rash,0.3030866
2923,norwegian scabies,0.30304962
2924,get rid of mucus,0.3030344
2925,type i diabetes,0.30293882
2926,herpes images,0.3029164
2927,rash on neck,0.30289075
2928,dull ache,0.30283815
2929,bronchitis treatments,0.30281928
2930,venereal diseases,0.30280778
2931,what temperature is a fever,0.3027972
2932,lymes,0.30273
2933,wisdom tooth infection,0.30272782
2934,nursing,0.30268145
2935,mild concussion,0.3026722
2936,hospital ward,0.3026622
2937,sinus congestion,0.3026337
2938,herpes medicine,0.30249718
2939,start of chickenpox,0.3024698
2940,new england journal medicine,0.30245137
2941,oral hpv,0.30241042
2942,types of arthritis,0.30237204
2943,is there a cure,0.30234244
2944,dehydrated,0.30231273
2945,intestinal,0.30229843
2946,gluten allergy,0.30228892
2947,dog has diarrhea,0.30225608
2948,random nose bleeds,0.30220848
2949,baby allergies,0.30220774
2950,stephen hawking disease,0.30219066
2951,tonsils,0.3021769
2952,watery poop,0.3021177
2953,nasal cavity,0.30193338
2954,how long is a cold,0.3018849
2955,crohns diet,0.30184966
2956,barium enema,0.30184162
2957,medtronic diabetes,0.30176723
2958,hospital sign,0.30174136
2959,medicines,0.30173042
2960,new medicine,0.30169666
2961,insulin,0.30168322
2962,i keep sneezing,0.30167475
2963,add symptoms in children,0.30167446
2964,sinus wash,0.30166727
2965,blood in mucus,0.30166712
2966,alzheimer,0.30149972
2967,clostridium botulinum,0.30148056
2968,symptoms of whooping cough,0.30143872
2969,a lactose,0.3014225
2970,fungal meningitis,0.30139333
2971,herpes transmission,0.30136752
2972,stomach,0.30136377
2973,nasal cannula,0.30134344
2974,starve a cold,0.30130386
2975,health board,0.30127835
2976,symptoms of scarlet fever in adults,0.30122772
2977,british medical,0.30120295
2978,nurses week,0.30117342
2979,running cold,0.30111873
2980,stop a tickly cough,0.30109292
2981,is health,0.30108374
2982,what is walking pneumonia,0.3010722
2983,blood in diarrhea,0.30106795
2984,pictures of chicken pox,0.30104074
2985,nose hurts,0.30101195
2986,sinus infection symptoms,0.30099747
2987,symptoms of bronchitis,0.30097488
2988,hygienist,0.300936
2989,severe anxiety,0.3009276
2990,cold,0.30092537
2991,schizophrenia statistics,0.3008554
2992,toe infection,0.30080232
2993,syphilis,0.3006705
2994,nose spray,0.30059737
2995,fatigued,0.30049503
2996,diarrhea treatment,0.30043185
2997,acute mi,0.30033976
2998,is 38 degrees a fever,0.30031916
2999,how to diagnose,0.30031016
3000,allergic to water,0.30030417
3001,health authority,0.30026487
3002,hospital bed,0.3002553
3003,swollen gums,0.30024123
3004,syphilis rash,0.3002168
3005,multiple sclerosis news,0.30018553
3006,meningitis symptoms,0.3001479
3007,origin of aids,0.300138
3008,shock symptoms,0.30011815
3009,treatment for,0.30008072
3010,bronchitis treatment,0.3000441
3011,drowsy,0.30003488
3012,hospital games,0.30003121
3013,back of throat,0.30000046
3014,medical reference,0.2999714
3015,bipolar depression,0.29985893
3016,to sneeze,0.29984984
3017,headache types,0.2997979
3018,diarrhea causes,0.29978377
3019,kitten sneezing,0.29965508
3020,el dengue,0.29963666
3021,hepatitis c symptoms,0.29963064
3022,asperger symptoms,0.29960316
3023,constantly cold,0.299537
3024,penicillin antibiotics,0.29948765
3025,post nasal drip symptoms,0.29941034
3026,child immunization schedule,0.29939246
3027,online diagnosis,0.29937914
3028,cant breathe,0.2993356
3029,chronic,0.29930043
3030,epstein barr symptoms,0.29929078
3031,feeling dizzy and nauseous,0.29927385
3032,baby wheezing,0.2992385
3033,the respiratory system,0.29914084
3034,clear mucus,0.29913884
3035,frequent headaches,0.29913554
3036,headaches everyday,0.29913098
3037,water allergy,0.2991025
3038,eye cancer,0.29901412
3039,keep sneezing,0.2990002
3040,extreme fatigue,0.29894727
3041,diagnosis code,0.29890794
3042,ear infections,0.29890183
3043,runny nose causes,0.298898
3044,throat sweets,0.29872793
3045,diabetes journal,0.2987268
3046,skin disease,0.29870516
3047,smoking diseases,0.29863244
3048,genital rash,0.29862165
3049,loss of taste covid,0.2986071
3050,heart disease,0.2985602
3051,how do you catch pneumonia,0.29854852
3052,gallstones,0.29851255
3053,rihanna herpes,0.29850256
3054,sickle cell trait,0.29849786
3055,cns depression,0.29841608
3056,best medicine for cough,0.2983914
3057,oral warts,0.2983755
3058,mucus on chest,0.2983684
3059,communication health and social care,0.29834795
3060,what are symptoms of,0.29829466
3061,black lung,0.2982592
3062,department of health,0.29825643
3063,medical acronyms,0.2982475
3064,diabetes types,0.29824236
3065,bed bug rash,0.29822153
3066,coronavirus incubation period,0.2982097
3067,childhood immunization schedule,0.29811755
3068,covid scotland,0.29806504
3069,medicine for the people,0.29804087
3070,stomach growling,0.2979382
3071,period headache,0.29783127
3072,mouth sores,0.29781607
3073,sneeze game,0.29780897
3074,throat pain,0.29774457
3075,breathing difficulties,0.29773638
3076,living with hiv,0.29768348
3077,celebrities with herpes,0.297598
3078,inflammatory breast cancer pictures,0.29752576
3079,asthma symptoms,0.29751307
3080,webmd symptom checker,0.29748568
3081,rheumatic heart disease,0.29747438
3082,transplant,0.29740655
3083,how to get rid of a virus,0.2973416
3084,gurgling stomach,0.2973314
3085,symptoms of parasites,0.29732412
3086,vaccination side effects,0.2973181
3087,lump in throat,0.2972541
3088,lysine cold sores,0.29720652
3089,coughing up phlegm,0.29715353
3090,symptoms of meningitis,0.29711875
3091,male depression,0.29708642
3092,chronic stress,0.29707968
3093,ear nose and throat,0.2970639
3094,helicobacter pylori infection,0.29701665
3095,honey for sore throat,0.29695714
3096,covid19 update,0.29694676
3097,viral cardiomyopathy,0.29691768
3098,add medicine,0.29674286
3099,face rash,0.2966289
3100,coronavirus deaths uk,0.29654577
3101,norovirus treatment,0.2965222
3102,chronic fatigue,0.29650533
3103,empty stomach,0.29643908
3104,loss of mucus plug,0.29643226
3105,nurse,0.2964213
3106,mucous membrane,0.296408
3107,knees hurt,0.29640377
3108,what is autoimmune disease,0.29639375
3109,dr hyman,0.2963243
3110,what is a cough,0.2963156
3111,glucose,0.2963149
3112,cold sore stages,0.29631102
3113,respiratory system,0.29626983
3114,symptoms of hayfever,0.29624963
3115,nausea dizziness fatigue,0.29624587
3116,impetigo symptoms,0.29624057
3117,microbiology,0.2961707
3118,monoclonal antibody,0.29615846
3119,benadryl,0.2961428
3120,uk covid deaths,0.2960813
3121,my stomach,0.29606608
3122,very sore throat,0.29604018
3123,bulimia nervosa,0.29599422
3124,cns lymphoma,0.29592562
3125,baby rashes,0.29592144
3126,covid anosmia,0.29591203
3127,white discharge,0.2958827
3128,patient emis,0.29588115
3129,measles symptoms in adults,0.29585418
3130,circular rash,0.29584417
3131,my cat is sneezing,0.29581264
3132,injections,0.29575276
3133,lung disorders,0.2957398
3134,nose bleeds,0.29572475
3135,get rid of diarrhea,0.29572457
3136,health websites,0.29565954
3137,cross hospital,0.29564112
3138,st johns hospital,0.29562134
3139,allergy testing,0.29560116
3140,probiotics,0.2956007
3141,feed a cold,0.29555872
3142,can you catch tonsillitis,0.29555756
3143,how to stop vomiting,0.29552856
3144,canadian health care,0.29550922
3145,moderna vaccine,0.29549316
3146,coronavirus taste loss,0.29541665
3147,stomach cramping,0.29540893
3148,cancer blogs,0.2954074
3149,winter depression,0.29537576
3150,soothe,0.29534972
3151,abdominal migraines,0.2953472
3152,medical council,0.2953204
3153,health sciences library,0.2952475
3154,women health,0.29523882
3155,mucus in stool,0.29521748
3156,dog sneezing,0.2952154
3157,antibiotics amoxicillin,0.29518303
3158,common cold incubation period,0.29517943
3159,severe acute respiratory syndrome,0.29517433
3160,greenwich hospital,0.29513377
3161,how long does a fever last,0.29509652
3162,stomach tumor,0.295067
3163,mood disorders,0.29502672
3164,chicken pox spots,0.2949977
3165,sarcoidosis disease,0.2948863
3166,hayfever tablet,0.2948721
3167,the doctors,0.29484993
3168,fighting depression,0.29483607
3169,healing,0.2948038
3170,really sore throat,0.29479927
3171,tonsillitis antibiotics,0.2947834
3172,bloody mucus in stool,0.29477507
3173,i have a headache,0.29477143
3174,panda sneezing,0.29476887
3175,allergy medicine,0.29476857
3176,rheumatology,0.29472178
3177,injection,0.29471236
3178,baby rash,0.29469895
3179,canavan disease,0.29464144
3180,lymph glands,0.29459023
3181,abbreviation medical,0.2945298
3182,signs and symptoms of,0.29452598
3183,medicare,0.29451656
3184,trouble breathing,0.2945033
3185,hib vaccine,0.2944942
3186,baby has a cough,0.29449165
3187,be patient,0.29448158
3188,herpes on face,0.2944655
3189,coronavirus death toll,0.2944532
3190,sneezing pregnancy,0.29443172
3191,herpes testing,0.29442328
3192,allergy test,0.29440284
3193,verbal communication in health and social care,0.29439807
3194,aids prevention,0.29438186
3195,mild depression,0.2943149
3196,is laryngitis contagious,0.29430446
3197,campylobacter,0.29427028
3198,kennel cough,0.29426885
3199,american health care,0.29421717
3200,bowens disease,0.29417035
3201,lost mucus plug,0.29416302
3202,how do you catch norovirus,0.29413235
3203,medical sign,0.29411972
3204,herpes sores,0.29410654
3205,health source,0.2940784
3206,brown phlegm,0.29407442
3207,my health online,0.29400492
3208,cramping,0.29392016
3209,maple syrup urine disease,0.2939003
3210,stop sneezing,0.29388335
3211,in treatment,0.29386628
3212,medicine net,0.29385546
3213,sublingual immunotherapy,0.29382902
3214,dermatitis,0.29382104
3215,your nose,0.29378724
3216,get rid of hayfever,0.29378504
3217,health protection agency,0.29367793
3218,bacterial vagi symptoms,0.29367083
3219,achey,0.29365504
3220,lymphedema,0.29362783
3221,cold while pregnant,0.29359233
3222,hospital for,0.29359123
3223,pain,0.2935406
3224,paracetamol,0.29352942
3225,neck spasms,0.29351363
3226,community health center,0.2933854
3227,chocolate allergy,0.29333663
3228,broken nose,0.29323268
3229,the mmr vaccine,0.29320335
3230,alternative health,0.2931872
3231,pulmonary tuberculosis,0.2931291
3232,herpes pictures,0.29303774
3233,lack appetite,0.29300392
3234,aspartame poisoning,0.29297817
3235,allergy relief,0.29292473
3236,doctors note,0.29288936
3237,school health,0.2928422
3238,hpv vaccine,0.29283205
3239,stomach bloating,0.29278874
3240,government healthcare,0.29277447
3241,epidemiology,0.29276046
3242,muscle ache,0.29275805
3243,patient uk,0.29269075
3244,impetigo causes,0.29265344
3245,summit health,0.2925361
3246,canadian healthcare,0.2924942
3247,knee hurts,0.29241174
3248,itchy nose,0.29236466
3249,what is diarrhea,0.2923579
3250,royal hospital,0.29231519
3251,hepatic,0.2922672
3252,naughty nurses,0.2922274
3253,health service,0.2921307
3254,sore throat for 3 weeks,0.29211682
3255,fear of germs,0.2921002
3256,priority health,0.29207253
3257,high temperature covid,0.29204792
3258,germ theory of disease,0.29203314
3259,us healthcare,0.29201555
3260,depression uk,0.29198408
3261,abdominal strain,0.29196134
3262,why do i cough,0.29195654
3263,rash on arms,0.29190218
3264,infant rash,0.291822
3265,dry rash,0.29180127
3266,computer health,0.29175922
3267,post nasal,0.2917543
3268,add medication,0.29175124
3269,latex allergy,0.2917064
3270,cough linctus,0.29159945
3271,female discharge,0.29159364
3272,hiv rash pictures,0.29156494
3273,kids health,0.29145494
3274,queen elizabeth hospital,0.2914343
3275,anal cancer,0.2913532
3276,tickly cough medicine,0.29131708
3277,high anxiety,0.29128677
3278,remedy for cough,0.2912488
3279,fuck cancer,0.29120272
3280,soar throat,0.2911562
3281,light headed and dizzy,0.29115182
3282,alcoholic cirrhosis,0.29112345
3283,irritation,0.29106554
3284,lactose intolerant,0.2910474
3285,cat ringworm,0.29102153
3286,bipolar disorders,0.29101145
3287,malaria prevention,0.29100603
3288,type 1 diabetes,0.29095757
3289,watery discharge,0.29090255
3290,mucus color,0.29087907
3291,what is norovirus,0.29087448
3292,sore throat from coughing,0.29085928
3293,bbc weather pollen,0.29069278
3294,rheumatic,0.29065534
3295,tonsilitus,0.29063815
3296,symptom of,0.29058975
3297,cervical mucus,0.29055473
3298,dragon medical,0.29054123
3299,why do i always have a runny nose,0.29051268
3300,antibiotics for bv,0.29050615
3301,rash on,0.29046673
3302,croup cough sound,0.2904625
3303,colon problems,0.29039383
3304,aids testing,0.29035032
3305,pollen allergy,0.29034352
3306,nhs emergency,0.29022363
3307,urgent care center,0.2901887
3308,chicken pox treatment,0.29017806
3309,prevention of,0.2901631
3310,symptoms diabetes,0.29013187
3311,necrosis,0.29006064
3312,buccal mucosa,0.29001367
3313,staph aureus,0.28997627
3314,dog eye infection,0.2899527
3315,us health care,0.2898882
3316,thyroid,0.28988668
3317,communication in health and social care,0.28983477
3318,knee injuries,0.28982645
3319,diagnosis codes,0.289813
3320,health assessment,0.28980237
3321,aids ribbon,0.2897789
3322,amoebic dysentery,0.28977764
3323,symptoms of mono,0.2897486
3324,how is norovirus spread,0.28974643
3325,get rid of cough,0.2897178
3326,throbbing headache,0.28970933
3327,dpt vaccine,0.28965577
3328,morbidity,0.28963464
3329,rash on cheeks,0.28963012
3330,childhood rashes,0.28962982
3331,health centre,0.28960478
3332,big medicine,0.28960398
3333,periodontal disease,0.28959548
3334,whittington health,0.28950948
3335,acute leukemia,0.28946766
3336,abdomen,0.28939328
3337,best nasal spray,0.28938922
3338,chronic bronchitis symptoms,0.28926712
3339,all nurses,0.28921247
3340,sharp pains,0.28921127
3341,eye discharge,0.28919828
3342,monoclonal antibodies,0.28916943
3343,cdc zombies,0.2891459
3344,groggy,0.2891028
3345,strep a,0.2890787
3346,total health,0.2890211
3347,medical journals,0.28899157
3348,best hayfever medicine,0.28898
3349,antibotics,0.2889242
3350,adult onset asthma,0.28888434
3351,lymphoma society,0.28880462
3352,medical abbreviations,0.2887795
3353,allergy nasal spray,0.2887774
3354,best cough remedy,0.28873605
3355,ideal health,0.2887231
3356,medicine uk,0.2886951
3357,ocular herpes,0.28868178
3358,eye spasms,0.28866026
3359,hayfever treatment,0.28865707
3360,drowsiness,0.28851092
3361,mouth sore,0.28845936
3362,herpes medication,0.28839576
3363,salmonella poisoning symptoms,0.28838193
3364,tb vaccine,0.28833514
3365,fecal transplant,0.2882531
3366,psychiatric disorders,0.28822178
3367,panicky,0.28820857
3368,cough up phlegm,0.28818256
3369,medical magazines,0.28816038
3370,effective communication in health and social care,0.2880942
3371,hemophilia a,0.28805113
3372,symptoms of chicken pox,0.28804624
3373,trinity health,0.28801328
3374,nhs covid pass,0.28797227
3375,nasal rinse,0.28794718
3376,what is mrsa infection,0.28793603
3377,what is a vaccine,0.2878694
3378,symptoms of sinus infection,0.28783768
3379,h pylori infection,0.28780794
3380,child health,0.28780285
3381,cramp,0.28779286
3382,health care system,0.28769207
3383,urgent care centre,0.28768888
3384,mental health,0.28764126
3385,stress hives,0.2875945
3386,infected toe,0.28759274
3387,hep c symptoms,0.2875104
3388,edema,0.2874263
3389,blood cancer,0.28742152
3390,belly ache,0.28737354
3391,medical clinic,0.28737104
3392,do i have herpes,0.28735107
3393,pain when coughing,0.2873476
3394,your stomach,0.28731406
3395,covid rules,0.2872644
3396,select health,0.28716746
3397,pregnancy rash,0.28713945
3398,stress symptoms,0.28709206
3399,modern healthcare,0.2870394
3400,medical symptom checker,0.28702408
3401,epstein barr virus symptoms,0.28697175
3402,rash all over body,0.28697133
3403,my nose,0.2869175
3404,find a doctor,0.2869027
3405,lucky patient,0.2868778
3406,health center,0.28682294
3407,what is arthritis,0.28680983
3408,mmr vaccine,0.28678438
3409,covid restrictions,0.28675327
3410,herpes facts,0.28673124
3411,fatigue nhs,0.28667927
3412,how to get rid of cold,0.28665912
3413,lmsg antibiotic,0.28662193
3414,why do i feel nauseous,0.28660995
3415,health reform,0.28655475
3416,hiv symtoms,0.28654012
3417,prescribe,0.2864532
3418,health sites,0.2864313
3419,autism news,0.2862848
3420,pink sock disease,0.28627774
3421,fat sick and nearly dead diet,0.28624433
3422,ms symptoms,0.28616917
3423,pain from,0.28613594
3424,bbc covid19,0.2860992
3425,twitching,0.28599828
3426,aids treatment,0.28599286
3427,chronic uti,0.28598472
3428,eczema,0.28593588
3429,for health,0.28592375
3430,chrons disease,0.28587672
3431,hospital uk,0.2858725
3432,risperidone,0.2858166
3433,cold remedy,0.28580797
3434,flushed cheeks,0.28576225
3435,salbutamol,0.28575066
