,Query,Cosine Similarity
4641,jeffrey bernard is unwell,0.20511833
4642,cold incubation period,0.20509827
4643,muscle pain,0.20505756
4644,dog itching,0.20503002
4645,home remedies for cough,0.20490663
4646,astrazeneca vaccine,0.20487484
4647,asperger syndrome,0.20484132
4648,severe anxiety,0.20482728
4649,st depression,0.20476545
4650,how to stop diarrhea,0.20475595
4651,dehydrated,0.20474958
4652,how long does the norovirus last,0.20471519
4653,breast milk jaundice,0.20467797
4654,bbc coronavirus,0.20461708
4655,rare diseases,0.20445162
4656,medical diseases,0.20443845
4657,fungal infections,0.20439945
4658,achy joints,0.20438428
4659,stages of chickenpox,0.20435461
4660,herpes on face,0.20432472
4661,hayfever treatment,0.20428611
4662,cough at night,0.20423335
4663,watery vaginal discharge,0.20421149
4664,back of throat,0.20416778
4665,tingling in feet,0.20413303
4666,immunologist,0.204079
4667,numb hands,0.20405234
4668,skin irritation,0.20401326
4669,yawning,0.20396431
4670,national allergy,0.20394397
4671,bbc news coronavirus,0.20392577
4672,eye health,0.20390743
4673,interactive health,0.20388705
4674,bulimia,0.2038764
4675,head hurts,0.20385922
4676,itchy eye,0.20382893
4677,bed sores,0.20380872
4678,my throat,0.2037136
4679,tongue diseases,0.20367993
4680,manic depression,0.20366654
4681,menopause joint pain,0.20364168
4682,cough sweets,0.2036381
4683,otitis,0.20362216
4684,bowel cancer,0.20362136
4685,covid19 latest,0.20361832
4686,lump in throat,0.20357174
4687,marfan disease,0.20350827
4688,poop smell,0.20340541
4689,what does mucus plug look like,0.20339838
4690,mucous membrane,0.20339528
4691,conjunctivitis toddler,0.20334789
4692,side effects of morphine,0.20329809
4693,herpes facts,0.20329551
4694,common variable immunodeficiency,0.20327528
4695,halls cough drops,0.20326373
4696,mucous membranes,0.20325771
4697,aids pictures,0.2032552
4698,chickenpox in adults,0.20324244
4699,diabetes news,0.20321989
4700,mrsa staph infection,0.20320451
4701,blood in vomit,0.20317394
4702,sinus infection treatment,0.20310958
4703,dry cough remedy,0.20310685
4704,pollen levels,0.20310539
4705,abbott diagnostics,0.20309684
4706,acute gastritis,0.20308754
4707,skin rash pictures,0.20308247
4708,eye strain,0.2030746
4709,leg cramps causes,0.20307171
4710,severe dehydration,0.20306663
4711,headaches causes,0.20303985
4712,baby has cold,0.20295061
4713,cramps during early pregnancy,0.20294654
4714,vaginal rash,0.20294575
4715,how to stop a sore throat,0.20293579
4716,home remedy for cough,0.20292655
4717,neuralgia,0.20290712
4718,signs of blood clot in leg,0.2029032
4719,hurting,0.20287672
4720,urinary tract infection,0.20286292
4721,hernia symptoms in men,0.20285776
4722,rash on penis,0.20285448
4723,insulin shock,0.20283249
4724,antihistamines,0.20280944
4725,medicine for cough,0.202805
4726,chest hurts when i cough,0.20277262
4727,serotonin deficiency,0.20272589
4728,autoimmune hepatitis,0.20268802
4729,white sores in mouth,0.20265919
4730,cramp,0.20265557
4731,antiviral medication,0.20259395
4732,gas pain,0.20255667
4733,spotty rash,0.20250951
4734,pregnant with period,0.20248997
4735,how to sleep with a cold,0.20244664
4736,health forums,0.20243081
4737,plague doctor costume,0.2024105
4738,sore eyes,0.20235607
4739,omeprazole side effects,0.20230556
4740,cant smell,0.2022807
4741,igg antibodies,0.20226663
4742,health forum,0.20226577
4743,mayo health clinic,0.20223492
4744,milk enema,0.20222157
4745,bloody discharge,0.20221606
4746,eczema,0.20220807
4747,covid 19 uk,0.20219645
4748,ambien side effects,0.20218657
4749,toe infection,0.20216653
4750,scleroderma disease,0.20215926
4751,how to cure a cough,0.20212758
4752,lost appetite,0.20208612
4753,why am i cold,0.20206162
4754,numbness in hands,0.20197913
4755,back muscle spasms,0.2019709
4756,cluster headache,0.20191708
4757,airway,0.20185265
4758,swollen stomach,0.20184076
4759,swollen lymph nodes in armpit,0.20183091
4760,swollen abdomen,0.20177828
4761,little remedies,0.20172608
4762,bloating remedies,0.20169541
4763,pain relief,0.20168026
4764,chronic pain,0.2016564
4765,symptoms of enlarged prostate,0.20164919
4766,shoulder joint pain,0.20162766
4767,how long does a cough last,0.20157552
4768,inflammatory breast cancer pictures,0.20156717
4769,loss of smell,0.20152758
4770,tongue pain,0.20149651
4771,urinary infection,0.20145336
4772,remedy for sore throat,0.20142204
4773,numbness in left arm,0.20140532
4774,hospital sign,0.2013145
4775,colon problems,0.20125404
4776,diarrhea medicine,0.20123348
4777,vaccine schedule,0.20118046
4778,stomach gas,0.20112315
4779,diseases of the eye,0.20110296
4780,scabies bites,0.20110029
4781,how is norovirus spread,0.20107374
4782,rabies virus,0.20105153
4783,lemsip cough,0.20100498
4784,cure for sore throat,0.20099622
4785,sexual health,0.20088011
4786,what is bursitis,0.20087735
4787,severe stomach pain,0.20086464
4788,remission,0.2008333
4789,treatment for bronchitis,0.20069215
4790,how long does tonsillitis last,0.20066078
4791,good for sore throat,0.20065737
4792,what does a heart attack feel like,0.20055532
4793,rash on back,0.20052642
4794,sudafed blocked nose,0.20051931
4795,ketamine depression,0.20050657
4796,blood in stool diagnosis,0.20050621
4797,le pain,0.20047879
4798,female discharge,0.20045021
4799,halitosis,0.20036018
4800,lymes disease,0.2003597
4801,do i need antibiotics,0.2003589
4802,upper arm muscle pain,0.20034866
4803,staph skin infection,0.2003179
4804,tramadol side effects,0.20024794
4805,do dogs get colds,0.20024386
4806,nhs covid vaccination,0.2001215
4807,whopping cough,0.20011267
4808,stress and health,0.20010823
4809,sinus rhythm,0.20009416
4810,hayfever spray,0.2000646
4811,pfizer vaccine,0.20005898
4812,teething rash,0.20005672
4813,neck strain,0.2000404
4814,rsv positive,0.20002726
4815,vaping sore throat,0.19999564
4816,strep throat antibiotics,0.19998652
4817,metatarsal pain,0.19996929
4818,medicine for cold,0.19992866
4819,numbness in leg,0.19989127
4820,what is salmonella,0.19988938
4821,body odor,0.1998556
4822,stasis dermatitis,0.19983792
4823,hiv infection,0.1998351
4824,puffy eyes,0.19980982
4825,mycoplasma infection,0.19974682
4826,throwing up blood,0.19967568
4827,headache back of head,0.19965848
4828,esophagus spasm,0.1996567
4829,hiv tests,0.19961038
4830,fructose intolerance,0.19959858
4831,medical sign,0.19958957
4832,side effects of gabapentin,0.1995666
4833,best cough medicine,0.19955769
4834,hiv statistics,0.19950913
4835,chickenpox vaccine,0.19949228
4836,antisocial personality disorder symptoms,0.1994785
4837,herpes 1,0.19947717
4838,watery poop,0.1994763
4839,loss of smell and taste,0.19941291
4840,stop coughing at night,0.19936392
4841,muscle ache after workout,0.19935758
4842,afrin nasal spray,0.19935283
4843,why am i dizzy,0.19934551
4844,sintomas de diabetes,0.19932349
4845,prickly heat rash,0.19930714
4846,gastritis,0.19926578
4847,herpes testing,0.19914217
4848,clomid side effects,0.19911703
4849,beta strep,0.19909555
4850,tooth pain,0.19908568
4851,hayfever when pregnant,0.19908197
4852,numb tongue,0.19908175
4853,oral hpv,0.19900125
4854,gurgle,0.19900072
4855,lower esophageal sphincter,0.19894636
4856,bk virus,0.19891384
4857,severs disease,0.19890377
4858,allergy eye drops,0.19888799
4859,sore lymph nodes,0.19886374
4860,nostril,0.19885284
4861,side effects of levothyroxine,0.19880517
4862,cough toddler,0.19879693
4863,lymphoma prognosis,0.19878283
4864,severe back pain,0.19876797
4865,too much paracetamol,0.19868982
4866,what is gingivitis,0.19868906
4867,lung disease,0.19862154
4868,patients,0.19859543
4869,ssri list,0.19858557
4870,bug bites,0.19858274
4871,pollen,0.19856517
4872,left arm pain,0.1985041
4873,inflammatory breast cancer,0.19847739
4874,hiv,0.19844842
4875,signs of a miscarriage,0.19844404
4876,poems about depression,0.19841668
4877,swollen lymph nodes,0.19836862
4878,aspergers test,0.19836481
4879,blood tests,0.19829124
4880,bug bite,0.19826268
4881,hayfever eyes,0.19825634
4882,boiled egg calories,0.19820619
4883,inflamed taste buds,0.19813809
4884,measles vaccine,0.19804472
4885,dog food allergies,0.19803959
4886,gel for arthritis,0.19799799
4887,get cold,0.19799384
4888,sinus anatomy,0.1979922
4889,skin diseases,0.19793634
4890,hip flexor pain,0.19792897
4891,smelly urine,0.19789653
4892,gum,0.19786748
4893,hayfever medication,0.19785501
4894,cat diabetes,0.19780159
4895,excessive urination,0.19778582
4896,herpes simplex virus,0.19778322
4897,swollen lymph nodes in neck,0.19768937
4898,beautiful agony,0.19760625
4899,cramps during ovulation,0.19759038
4900,cancer sign,0.19758467
4901,eyes hurt,0.19754598
4902,queezy,0.19754195
4903,emotional health,0.19747922
4904,measles uk,0.19745594
4905,how to get rid of mucus,0.1974405
4906,effects of drugs,0.19742927
4907,swollen fingers,0.19741817
4908,school health,0.19741195
4909,sepsis,0.19739962
4910,medical alert,0.19738278
4911,bed sore,0.19735268
4912,flesh eating virus,0.19735143
4913,nickel allergy,0.1973204
4914,hiv facts,0.1973196
4915,side effects of prednisone,0.19728884
4916,how to clear a stuffy nose,0.19718999
4917,sarcoidosis disease,0.19715923
4918,citalopram side effects,0.19713849
4919,how to cope with depression,0.19709188
4920,sad disorder,0.19707853
4921,anxiety depression,0.19704443
4922,throat cancer,0.19702463
4923,retinal detachment symptoms,0.19701782
4924,rashes in children,0.19698952
4925,caffeine side effects,0.196919
4926,chest congestion,0.19690788
4927,hands cold,0.19687718
4928,infected toe,0.19685592
4929,glucosamine,0.19682686
4930,muscle disease,0.19680147
4931,stinging nettle rash,0.19669881
4932,skin lupus,0.19666891
4933,pain under left armpit,0.19655696
4934,barometric pressure headache,0.19651149
4935,wrong diagnosis,0.19647089
4936,upset stomach after eating,0.19644718
4937,swollen eyes,0.19639945
4938,dysphagia,0.19639796
4939,rash on legs,0.19634157
4940,bloating after eating,0.19629681
4941,yeast infection pictures,0.19628099
4942,severe abdominal pain,0.19626868
4943,antibody,0.19625929
4944,antibiotics for sinusitis,0.19621511
4945,common food allergies,0.19618666
4946,bulimia facts,0.19617102
4947,hospital patient,0.19614646
4948,how to stop a cough,0.19614139
4949,left arm numbness,0.19611628
4950,ibuprofen for sore throat,0.19607355
4951,itchy hands,0.19607055
4952,lactose intolerant,0.19606563
4953,effects of meth,0.19606489
4954,pictures of shingles,0.19605875
4955,drug effects,0.19605727
4956,nipple discharge,0.19603108
4957,pulmonary disease,0.19602773
4958,pollen season,0.19600606
4959,sore throat remedy,0.19598137
4960,food poisoning,0.19595575
4961,frontal sinus,0.19589064
4962,aids testing,0.19588166
4963,hand swelling,0.195847
4964,abdominal swelling,0.19582856
4965,buttercup cough syrup,0.19578046
4966,what to eat when you have diarrhea,0.19573525
4967,chills,0.195708
4968,migraine triggers,0.19570401
4969,pku disease,0.19566333
4970,adolescent depression,0.19565822
4971,chills meaning,0.19565247
4972,remedies for cold,0.1956521
4973,dog health problems,0.19562972
4974,herniated disc symptoms,0.1956178
4975,pain after eating,0.19561505
4976,bad breath,0.19561313
4977,disorders list,0.19558714
4978,throat anatomy,0.19558352
4979,causes of leg cramps,0.19555742
4980,chronic diarrhea causes,0.19552943
4981,what is whooping cough,0.19551222
4982,bipolar disorder,0.1954692
4983,can dogs get colds,0.19543287
4984,what does eczema look like,0.19542596
4985,systemic lupus,0.19537589
4986,my teeth hurt,0.19536862
4987,types of depression,0.19535173
4988,galpharm hayfever and allergy relief,0.19528493
4989,left side pain,0.19525635
4990,sinus drainage,0.19524488
4991,rsv in adults,0.19517341
4992,benylin cough syrup,0.19510028
4993,2 diabetes,0.19506036
4994,bulimia nervosa,0.1950306
4995,laxative abuse,0.19500048
4996,best drink for sore throat,0.19498271
4997,tendonitis knee,0.19498095
4998,symptoms of acid reflux,0.19495447
4999,heart attack symptons,0.19493228
5000,how to treat diarrhea,0.19487093
5001,disease definition,0.19484366
5002,bloated stomach,0.19484107
5003,sinus relief,0.19482565
5004,groggy,0.19474569
5005,herpes images,0.19473088
5006,seasonal affective disorder lights,0.19468302
5007,tingling in toes,0.19459657
5008,respiratory care,0.19455922
5009,good health,0.19454856
5010,apple tree diseases,0.194545
5011,infected cut,0.19453597
5012,signs of a stroke in women,0.1945031
5013,twin lamb disease,0.19449905
5014,nervous stomach,0.1944975
5015,rash on child,0.19443643
5016,co codamol side effects,0.19442427
5017,lower back spasms,0.19440655
5018,skin problems,0.19440207
5019,pseudomonas infection,0.19440146
5020,fop disease,0.1943725
5021,atopic eczema,0.19436938
5022,excessive yawning,0.19436038
5023,best remedy for sore throat,0.19428936
5024,cold remedy,0.19428177
5025,tension headache causes,0.19420987
5026,jakemans cough sweets,0.19420049
5027,itchy skin,0.19417945
5028,lung disorders,0.1941467
5029,sour stomach,0.19414255
5030,creatine side effects,0.19414109
5031,acute,0.1941001
5032,sweat out a cold,0.19409676
5033,treatment for sinus infection,0.19407162
5034,sternum pain,0.1940421
5035,what is norovirus,0.1940397
5036,diarrhea diet,0.19401334
5037,can you catch shingles,0.19398837
5038,how to clear sinuses,0.19398227
5039,how to get rid of tonsillitis,0.19396721
5040,mouthwash,0.19394273
5041,leg pain,0.19393396
5042,how to ease a cough,0.19392145
5043,cough up blood,0.1939199
5044,how to cure diarrhea,0.19390543
5045,circular rash,0.19388482
5046,tattoo infection,0.19387653
5047,achey,0.19385998
5048,bowen disease,0.19384424
5049,yeast infection in mouth,0.19383772
5050,morning after pill side effects,0.19383648
5051,signs of stroke in women,0.19379845
5052,septic infection,0.19379368
5053,itchy hands and feet,0.19378749
5054,itchy nipple,0.19370571
5055,diabetes mellitus,0.19369838
5056,quotes about depression,0.19366422
5057,groin rash,0.19365674
5058,diarrhea treatment,0.19362703
5059,acute mi,0.19359538
5060,hurts when i pee,0.19358277
5061,schizophrenia test,0.19355728
5062,phlegm in throat,0.19353457
5063,dog eye infection,0.1935334
5064,pregnant women coronavirus,0.19352657
5065,respiratory system,0.1935039
5066,sores on penis,0.19339243
5067,bowel movement,0.19329104
5068,pulmonary fibrosis,0.19328772
5069,myasthenia gravis disease,0.19327773
5070,leg cramps in bed,0.19323176
5071,medial knee pain,0.19322747
5072,best cold remedy,0.19322425
5073,strong urine smell,0.19322017
5074,menopause and depression,0.19320273
5075,shivery,0.19319142
5076,cellulitis pictures,0.19317815
5077,vaginal infection,0.19310667
5078,waking up with headache,0.19309226
5079,dry blocked nose,0.19306216
5080,dry eyelids,0.19305913
5081,side effects of caffeine,0.19303107
5082,meningococcal,0.19301309
5083,bulimia tips,0.19300845
5084,anesthesia side effects,0.19300835
5085,kawasakis disease,0.19294965
5086,sepsis 6,0.19292381
5087,how to get rid of stuffy nose,0.19291857
5088,nursing diagnosis,0.19290799
5089,royal pains,0.19287392
5090,swollen lymph node,0.19285059
5091,risperidone,0.19279073
5092,stomach ache after eating,0.19278409
5093,diet for diarrhea,0.19277978
5094,accutane side effects,0.19275919
5095,your nose,0.19273315
5096,headache side of head,0.19270468
5097,bbc weather pollen count,0.19270238
5098,malaria in africa,0.19264305
5099,smallpox,0.19263986
5100,side effects of tramadol,0.19262767
5101,xylitol gum,0.19258308
5102,finger numbness,0.19257352
5103,tay sachs disease,0.19255413
5104,bloating causes,0.1925474
5105,sore throat cures,0.19253889
5106,semen allergy,0.1925373
5107,brown phlegm,0.1925348
5108,antibiotics for sinus infection,0.19249967
5109,sore nipples,0.19248413
5110,i need antibiotics,0.19245934
5111,what health,0.19241951
5112,referred pain,0.19239712
5113,rheumatic heart disease,0.1922602
5114,best medicine for sore throat,0.19224519
5115,knee pain after running,0.19222015
5116,stomach ache remedies,0.19221638
5117,1 diabetes,0.19218472
5118,is aspartame bad for you,0.19213924
5119,antibiotic for sinus infection,0.19212428
5120,kennel cough,0.1920973
5121,allergic contact dermatitis,0.19198176
5122,sharp stomach pain,0.19196218
5123,bells palsy causes,0.19190547
5124,kids hayfever medicine,0.1918882
5125,bug doctor,0.19184524
5126,heart palpitations,0.1918362
5127,do i have anxiety,0.19182831
